event_id,timestamp,asset_type,user_id,action_type,resource_type,auth_status,failed_auth_attempts_past_10min,ip_address,geo_lat,geo_long,geo_dist_from_baseline_km,farm_lat,farm_long,device_type,device_os,soil_moisture_percent,soil_temp_c,humidity_percent,weather_consistency_score,irrigation_water_volume_liters,sensor_reading_variance,config_change_flag,sensor_signal_strength,anomaly_score,reason
EVT_03405,2026-01-11 08:24,irrigation_controller,FARMER_066,update,irrigation_config,success,0,139.31.98.43,21.18913,96.85626,1.33,21.19524,96.86726,laptop,windows,29.96,31.28,80.72,48.47,14156.05,0.0,1,81.16,51.31,Abnormal irrigation behavior; Unauthorized configuration change
EVT_03406,2026-01-02 06:05,gateway,FARMER_112,transmit,sensor_data,success,0,14.238.102.248,8.7671,83.79426,1.03,8.76954,83.8033,PC,windows,75.45,19.31,66.35,88.75,1449.47,18.51,0,69.54,54.58,Normal agricultural operation
EVT_03407,2026-02-06 00:30,gateway,FARMER_108,login,auth_session,success,1,129.107.206.54,34.18364,84.92949,4.77,34.21393,84.89278,phone,ios,16.28,27.21,51.34,82.4,1920.07,12.53,0,69.66,26.2,Normal agricultural operation
EVT_03408,2026-01-25 03:52,irrigation_controller,FARMER_031,config_change,irrigation_config,success,0,101.70.58.239,36.1158,89.67295,3.06,36.09257,89.69129,laptop,windows,61.07,27.14,51.44,100.0,968.36,31.54,0,87.48,56.82,Normal agricultural operation
EVT_03409,2026-01-24 12:46,gateway,FARMER_087,login,auth_session,success,1,165.176.36.217,31.32719,72.47109,5.85,31.36876,72.50891,laptop,windows,28.99,26.11,63.82,82.36,1278.8,32.95,0,60.84,44.3,Normal agricultural operation
EVT_03410,2026-01-10 07:10,irrigation_controller,FARMER_049,config_change,irrigation_config,success,1,100.39.31.230,33.82318,85.98781,2.44,33.81833,85.96206,phone,ios,38.14,18.24,68.44,68.46,798.73,5.83,0,100.0,41.64,Normal agricultural operation
EVT_03411,2026-02-13 10:43,irrigation_controller,FARMER_115,config_change,irrigation_config,success,0,57.33.209.184,21.70572,73.50127,2.14,21.70746,73.52189,phone,ios,48.29,28.75,87.79,69.89,1006.11,17.63,0,76.9,37.81,Normal agricultural operation
EVT_03412,2026-02-08 07:18,gateway,FARMER_031,config_change,device_config,success,0,103.255.91.149,36.04605,89.68652,5.19,36.09257,89.69129,PC,linux,50.81,18.61,39.53,78.72,440.45,14.58,0,100.0,32.02,Normal agricultural operation
EVT_03413,2026-02-14 17:34,weather_station,FARMER_012,read,sensor_data,success,0,14.250.152.84,22.04831,69.71037,4.05,22.08359,69.70043,PC,windows,47.75,41.76,64.47,82.47,804.2,23.48,0,78.79,49.41,Normal agricultural operation
EVT_03414,2026-01-26 04:35,soil_sensor,FARMER_075,read,sensor_data,success,0,212.79.212.62,36.05111,72.86987,6.95,36.10089,72.82302,phone,ios,39.44,14.95,62.24,76.37,1128.13,3.97,0,54.1,36.68,Normal agricultural operation
EVT_03415,2026-01-07 17:10,gateway,FARMER_078,config_change,device_config,success,1,200.206.51.38,35.7738,70.80362,1.63,35.75918,70.80477,PC,windows,46.38,25.51,73.35,100.0,578.77,0.0,0,78.39,11.4,Normal agricultural operation
EVT_03416,2026-02-02 10:46,irrigation_controller,FARMER_077,config_change,irrigation_config,success,0,174.190.206.62,33.77631,85.9208,6.03,33.81833,85.96206,phone,android,38.25,28.79,49.23,100.0,1212.91,21.27,0,48.71,21.59,Normal agricultural operation
EVT_03417,2026-01-03 12:24,soil_sensor,FARMER_059,read,sensor_data,success,1,19.238.250.140,10.02567,94.27627,4.24,10.0588,94.25718,PC,windows,42.27,36.33,73.67,75.87,722.15,0.69,0,82.48,32.77,Normal agricultural operation
EVT_03418,2026-02-04 00:46,irrigation_controller,FARMER_088,update,irrigation_config,success,1,133.56.198.46,20.25861,82.70063,5.37,20.23573,82.6553,laptop,linux,60.36,23.76,75.09,77.3,1351.53,11.68,0,78.75,38.72,Normal agricultural operation
EVT_03419,2026-01-12 13:58,gateway,FARMER_053,login,auth_session,success,0,15.71.32.73,24.23792,93.98914,6.71,24.27968,94.03686,PC,windows,49.32,34.88,67.21,81.82,2936.99,13.9,0,58.97,34.32,Normal agricultural operation
EVT_03420,2026-01-09 11:26,gateway,FARMER_004,login,auth_session,success,1,178.65.138.65,15.7048,85.62448,6.01,15.74236,85.6648,PC,linux,70.65,33.18,50.6,80.2,1255.51,24.54,0,97.63,49.63,Normal agricultural operation
EVT_03421,2026-01-31 10:09,irrigation_controller,FARMER_078,update,irrigation_config,success,0,206.93.114.44,35.78036,70.85225,4.89,35.75918,70.80477,laptop,windows,28.22,23.29,42.29,100.0,1905.36,14.18,0,78.84,11.59,Normal agricultural operation
EVT_03422,2026-01-06 13:00,soil_sensor,FARMER_104,read,sensor_data,success,1,129.46.80.31,34.50929,75.1782,2.76,34.52188,75.1522,laptop,windows,26.95,28.96,82.58,80.0,1335.07,15.11,0,57.9,36.72,Normal agricultural operation
EVT_03423,2026-01-10 06:53,gateway,FARMER_098,login,auth_session,success,0,143.13.158.198,7.97694,94.99373,7.04,8.01658,94.94386,phone,android,38.88,31.9,52.74,62.46,1009.16,17.28,0,73.7,13.18,Normal agricultural operation
EVT_03424,2026-01-27 00:15,gateway,FARMER_117,transmit,sensor_data,success,1,121.136.214.221,30.12223,83.37415,1.2,30.11281,83.38026,phone,android,35.2,26.65,88.6,99.84,2012.36,10.16,0,32.79,44.12,Normal agricultural operation
EVT_03425,2026-02-01 15:40,gateway,FARMER_039,transmit,sensor_data,success,0,94.185.226.80,8.02076,94.93784,0.81,8.01658,94.94386,laptop,windows,35.82,30.24,56.7,90.03,737.69,10.57,0,76.82,33.87,Normal agricultural operation
EVT_03426,2026-01-12 21:56,gateway,FARMER_051,transmit,sensor_data,success,1,60.54.51.84,15.18656,93.65156,5.68,15.23636,93.63991,PC,windows,49.41,24.78,70.39,87.55,1418.87,25.05,0,100.0,40.04,Normal agricultural operation
EVT_03427,2026-01-24 07:41,soil_sensor,FARMER_033,read,sensor_data,success,0,29.177.74.18,21.1847,75.64225,3.0,21.15799,75.63828,phone,android,28.93,16.0,73.94,78.41,1550.23,28.47,0,72.06,24.63,Normal agricultural operation
EVT_03428,2026-01-16 13:51,gateway,FARMER_021,config_change,device_config,success,1,143.204.243.226,36.10403,89.66028,3.06,36.09257,89.69129,laptop,linux,56.46,32.97,34.77,93.96,1784.81,16.55,0,60.83,50.35,Normal agricultural operation
EVT_03429,2026-02-09 08:53,irrigation_controller,FARMER_033,config_change,irrigation_config,success,0,118.123.148.59,9.66496,92.76999,4.58,9.65779,92.72888,PC,linux,27.97,19.95,59.59,99.18,2765.02,8.44,0,51.0,47.5,Normal agricultural operation
EVT_03430,2026-02-02 04:47,irrigation_controller,FARMER_044,update,irrigation_config,success,1,16.47.168.184,26.58577,74.51206,6.1,26.54338,74.47311,phone,ios,39.99,52.15,72.37,77.68,687.0,0.0,0,81.0,42.0,Normal agricultural operation
EVT_03431,2026-02-06 19:16,gateway,FARMER_021,transmit,sensor_data,success,0,220.24.164.178,36.08407,89.69618,1.04,36.09257,89.69129,PC,windows,28.96,26.81,69.07,100.0,1306.55,7.48,0,72.09,33.45,Normal agricultural operation
EVT_03432,2026-01-25 13:11,irrigation_controller,FARMER_063,update,irrigation_config,success,1,116.40.83.224,21.23765,96.91525,6.85,21.19524,96.86726,PC,windows,41.08,36.72,53.91,55.24,49.89,27.14,0,91.6,41.96,Normal agricultural operation
EVT_03433,2026-02-02 23:57,gateway,FARMER_104,login,auth_session,success,1,99.204.91.14,34.53644,75.17901,2.94,34.52188,75.1522,phone,ios,65.09,45.99,56.81,100.0,1691.45,3.26,0,77.4,26.52,Normal agricultural operation
EVT_03434,2026-01-12 19:57,weather_station,FARMER_002,read,sensor_data,success,1,17.221.74.60,8.80896,83.78896,4.66,8.76954,83.8033,laptop,linux,28.29,26.07,50.3,74.56,642.39,9.26,0,90.7,45.27,Normal agricultural operation
EVT_03435,2026-02-10 12:29,gateway,FARMER_066,config_change,device_config,success,0,29.83.3.10,21.18718,96.84932,2.06,21.19524,96.86726,laptop,linux,45.78,28.89,61.43,77.56,1456.53,7.29,0,60.98,54.79,Normal agricultural operation
EVT_03436,2026-01-25 03:46,irrigation_controller,FARMER_021,update,irrigation_config,success,1,220.4.243.168,26.55398,74.44457,3.07,26.54338,74.47311,laptop,windows,29.46,28.67,72.63,74.54,2086.27,22.51,0,75.04,47.85,Normal agricultural operation
EVT_03437,2026-01-07 20:16,irrigation_controller,FARMER_076,config_change,irrigation_config,success,0,25.241.32.10,8.73967,83.80581,3.33,8.76954,83.8033,phone,android,26.84,26.92,53.48,74.52,1540.06,29.75,0,90.3,26.24,Normal agricultural operation
EVT_03438,2026-02-05 00:10,weather_station,FARMER_025,read,sensor_data,success,1,161.170.255.178,32.88721,87.43382,5.64,32.92943,87.40036,laptop,windows,24.52,35.49,39.45,79.6,1531.99,1.14,0,100.0,39.34,Normal agricultural operation
EVT_03439,2026-01-22 02:43,gateway,FARMER_001,transmit,sensor_data,success,1,223.47.101.208,10.64107,86.19208,0.67,10.63637,86.19594,phone,android,41.26,22.01,50.78,74.89,46.13,0.0,0,80.5,19.48,Normal agricultural operation
EVT_03440,2026-01-13 10:34,gateway,FARMER_087,login,auth_session,failure,1,192.125.120.63,31.33976,72.52686,3.65,31.36876,72.50891,laptop,windows,51.07,26.82,53.55,79.86,1073.42,21.27,0,58.46,41.87,Normal agricultural operation
EVT_03441,2026-01-28 21:02,gateway,FARMER_107,config_change,device_config,success,1,146.34.144.245,33.80068,85.97356,2.23,33.81833,85.96206,phone,ios,33.76,38.72,56.41,84.27,1712.84,14.74,0,77.39,40.41,Normal agricultural operation
EVT_03442,2026-01-11 21:46,irrigation_controller,FARMER_038,update,irrigation_config,success,1,10.142.245.16,8.80301,83.80634,3.74,8.76954,83.8033,PC,windows,45.4,50.18,56.26,43.87,859.46,19.27,0,81.57,12.56,Normal agricultural operation
EVT_03443,2026-01-14 06:25,gateway,FARMER_035,config_change,device_config,success,1,109.109.100.163,19.7838,94.97679,1.08,19.78494,94.96655,phone,android,62.45,23.31,64.58,73.29,1532.29,9.37,0,45.55,21.06,Normal agricultural operation
EVT_03444,2026-02-11 16:56,weather_station,FARMER_076,read,sensor_data,success,0,151.50.252.153,28.42937,76.42084,2.82,28.43258,76.39225,laptop,linux,49.41,30.38,65.98,88.18,1429.18,13.88,0,31.83,31.6,Normal agricultural operation
EVT_03445,2026-02-13 07:02,irrigation_controller,FARMER_022,update,irrigation_config,success,0,82.188.248.134,19.6332,75.21742,4.81,19.67602,75.21103,phone,android,45.53,32.55,67.28,100.0,401.59,14.29,0,81.1,31.39,Normal agricultural operation
EVT_03446,2026-01-19 10:10,irrigation_controller,FARMER_111,update,irrigation_config,success,0,121.7.157.21,15.28477,93.6395,5.38,15.23636,93.63991,laptop,windows,39.42,40.21,54.2,78.24,0.0,8.94,0,64.74,20.49,Normal agricultural operation
EVT_03447,2026-02-06 04:42,soil_sensor,FARMER_093,read,sensor_data,success,1,146.37.19.249,12.93298,79.04144,5.24,12.96302,79.00421,phone,ios,44.67,40.39,60.87,88.67,1841.63,0.0,0,80.4,39.67,Normal agricultural operation
EVT_03448,2026-01-25 13:31,gateway,FARMER_099,login,auth_session,success,0,160.118.138.91,36.68195,87.8907,3.65,36.69618,87.85381,PC,windows,40.74,42.19,30.05,87.56,1924.03,10.39,0,98.45,38.02,Normal agricultural operation
EVT_03449,2026-01-15 16:05,gateway,FARMER_032,transmit,sensor_data,success,0,158.192.67.82,33.82571,85.96856,1.02,33.81833,85.96206,laptop,windows,26.04,14.1,49.99,81.47,1795.67,7.1,0,44.54,32.67,Normal agricultural operation
EVT_03450,2026-01-08 08:11,gateway,FARMER_018,config_change,device_config,success,1,52.216.57.240,33.50608,72.58087,4.37,33.54506,72.57466,phone,android,44.94,27.76,68.95,73.76,1314.21,16.02,0,66.91,25.93,Normal agricultural operation
EVT_03451,2026-01-30 07:14,weather_station,FARMER_002,read,sensor_data,success,0,81.232.108.94,10.60416,86.22102,4.51,10.63637,86.19594,PC,windows,55.83,21.1,51.39,68.43,1374.65,10.77,0,89.04,47.58,Normal agricultural operation
EVT_03452,2026-01-03 18:02,weather_station,FARMER_059,read,sensor_data,success,1,155.155.112.22,11.07118,85.53859,3.66,11.10404,85.54006,PC,windows,39.41,40.44,77.43,75.59,1868.68,24.43,0,69.75,54.86,Normal agricultural operation
EVT_03453,2026-02-04 17:44,gateway,FARMER_031,transmit,sensor_data,success,0,46.3.13.109,36.12164,89.70645,3.51,36.09257,89.69129,phone,android,48.68,31.52,75.27,81.61,1613.73,21.48,0,77.8,29.2,Normal agricultural operation
EVT_03454,2026-01-08 02:57,irrigation_controller,FARMER_038,config_change,irrigation_config,success,1,13.38.102.104,8.73332,83.78692,4.41,8.76954,83.8033,PC,windows,40.94,31.89,66.85,92.11,1378.21,14.33,0,55.81,27.65,Normal agricultural operation
EVT_03455,2026-02-07 11:27,irrigation_controller,FARMER_042,update,irrigation_config,success,0,17.115.81.99,23.9371,92.2323,2.79,23.95943,92.2448,phone,android,59.19,31.47,60.58,48.09,2042.83,16.95,0,55.48,40.89,Normal agricultural operation
EVT_03456,2026-01-10 17:48,gateway,FARMER_046,config_change,device_config,success,1,30.240.216.35,10.63846,86.20541,1.06,10.63637,86.19594,laptop,linux,18.14,24.9,55.41,84.18,2122.17,3.44,0,73.71,30.7,Normal agricultural operation
EVT_03457,2026-01-07 09:37,irrigation_controller,FARMER_065,update,irrigation_config,success,0,31.229.180.16,21.19185,96.85208,1.62,21.19524,96.86726,laptop,linux,60.31,32.62,94.16,79.27,1725.44,0.0,0,61.01,33.33,Normal agricultural operation
EVT_03458,2026-01-09 16:55,irrigation_controller,FARMER_055,update,irrigation_config,success,1,186.7.213.144,19.77159,95.89398,532.25,21.78319,93.30056,phone,android,0.0,65.0,18.0,25.92,915.49,74.53,1,7.02,82.1,Unusual geographic access; Sensor spoofing or instability; Unauthorized configuration change
EVT_03459,2026-01-14 23:22,gateway,FARMER_012,transmit,sensor_data,success,0,134.152.67.151,22.0353,69.72157,5.79,22.08359,69.70043,laptop,windows,63.3,35.39,33.67,80.11,1179.88,20.15,0,98.05,43.88,Normal agricultural operation
EVT_03460,2026-01-11 11:54,gateway,FARMER_038,transmit,sensor_data,success,0,155.248.215.218,8.78238,83.76614,4.33,8.76954,83.8033,phone,android,54.96,25.96,73.18,76.63,1717.55,21.85,0,96.24,12.09,Normal agricultural operation
EVT_03461,2026-01-28 06:43,weather_station,FARMER_042,read,sensor_data,success,1,91.160.121.202,24.49189,88.01294,202.63,23.95943,92.2448,laptop,linux,62.74,36.97,83.18,36.25,81.56,18.4,1,84.37,83.97,Unusual geographic access; Unauthorized configuration change
EVT_03462,2026-01-07 13:49,soil_sensor,FARMER_087,read,sensor_data,success,1,169.4.117.40,8.04806,94.96321,4.1,8.01658,94.94386,PC,linux,34.91,33.81,41.33,100.0,1269.61,28.94,0,80.3,50.82,Normal agricultural operation
EVT_03463,2026-01-07 07:45,gateway,FARMER_055,login,auth_session,success,0,215.147.55.225,21.81414,93.28914,3.64,21.78319,93.30056,PC,linux,23.6,32.11,46.45,100.0,1331.7,24.98,0,66.59,35.87,Normal agricultural operation
EVT_03464,2026-01-10 08:30,irrigation_controller,FARMER_094,update,irrigation_config,success,1,38.59.226.140,20.42417,93.6474,4.55,20.40292,93.61009,PC,linux,29.14,32.92,70.73,73.7,0.0,18.06,0,64.38,30.06,Normal agricultural operation
EVT_03465,2026-02-01 16:14,soil_sensor,FARMER_051,read,sensor_data,success,0,113.150.95.189,9.66323,92.68418,4.94,9.65779,92.72888,PC,linux,37.52,27.67,81.2,78.86,575.64,9.46,0,87.37,33.93,Normal agricultural operation
EVT_03466,2026-01-15 23:28,gateway,FARMER_017,config_change,device_config,success,1,198.163.101.127,36.13148,89.66643,4.87,36.09257,89.69129,phone,android,36.09,32.79,71.89,93.7,378.66,7.39,0,71.05,34.55,Normal agricultural operation
EVT_03467,2026-01-04 14:00,gateway,FARMER_051,login,auth_session,success,0,167.25.124.243,9.67557,92.68598,5.1,9.65779,92.72888,phone,ios,32.43,20.13,68.43,66.0,1179.77,18.5,0,54.75,14.23,Normal agricultural operation
EVT_03468,2026-01-07 17:19,irrigation_controller,FARMER_084,config_change,irrigation_config,success,0,19.15.38.10,11.10826,85.58606,5.04,11.10404,85.54006,laptop,windows,38.96,22.68,75.23,79.0,2081.71,29.17,0,52.02,52.94,Normal agricultural operation
EVT_03469,2026-02-10 18:33,irrigation_controller,FARMER_011,config_change,irrigation_config,success,1,25.247.137.124,21.79329,93.34146,4.37,21.78319,93.30056,laptop,windows,42.63,40.99,72.2,100.0,1303.59,20.63,0,90.17,35.5,Normal agricultural operation
EVT_03470,2026-01-21 05:43,irrigation_controller,FARMER_020,update,irrigation_config,success,0,180.236.85.99,33.51477,69.69017,3.67,33.48293,69.67983,phone,ios,43.8,34.76,38.38,90.13,2197.54,24.76,0,87.54,40.32,Normal agricultural operation
EVT_03471,2026-01-07 11:07,weather_station,FARMER_029,read,sensor_data,success,1,100.109.135.242,22.08733,69.67863,2.28,22.08359,69.70043,phone,ios,45.09,37.17,89.54,89.34,2054.45,1.37,0,92.77,46.42,Normal agricultural operation
EVT_03472,2026-01-27 14:49,gateway,FARMER_021,transmit,sensor_data,success,1,57.157.130.77,32.14963,96.60487,3.98,32.1786,96.62976,phone,ios,59.02,38.16,62.68,100.0,234.55,13.87,0,74.48,22.75,Normal agricultural operation
EVT_03473,2026-01-28 02:33,soil_sensor,FARMER_082,read,sensor_data,success,1,126.86.199.254,33.46463,69.70535,3.12,33.48293,69.67983,laptop,windows,44.1,24.26,50.91,98.16,2336.85,4.89,0,83.44,40.68,Normal agricultural operation
EVT_03474,2026-01-24 08:07,gateway,FARMER_053,login,auth_session,success,1,10.88.218.78,20.12094,95.07665,5.12,20.15752,95.10648,laptop,linux,42.89,23.31,38.96,82.15,1329.71,6.12,0,81.02,31.79,Normal agricultural operation
EVT_03475,2026-01-23 04:21,irrigation_controller,FARMER_056,config_change,irrigation_config,success,1,194.233.178.134,30.13189,83.3602,2.87,30.11281,83.38026,laptop,linux,17.03,34.03,70.44,68.2,1620.65,23.76,0,70.92,45.16,Normal agricultural operation
EVT_03476,2026-01-31 15:16,soil_sensor,FARMER_058,read,sensor_data,success,1,31.93.2.215,31.38926,79.48075,1143.35,10.00716,71.72335,laptop,linux,0.0,5.0,18.0,30.41,0.0,68.66,0,15.3,84.12,Unusual geographic access; Sensor spoofing or instability
EVT_03477,2026-01-29 01:15,gateway,FARMER_019,transmit,sensor_data,success,1,172.63.97.104,23.93527,92.24969,2.73,23.95943,92.2448,PC,linux,28.62,34.11,37.95,61.0,493.15,10.43,0,77.25,9.47,Normal agricultural operation
EVT_03478,2026-01-29 10:59,irrigation_controller,FARMER_072,update,irrigation_config,success,1,170.80.197.52,27.45544,89.76305,4.82,27.47902,89.80407,laptop,windows,37.8,36.04,89.88,44.09,1833.24,11.73,0,88.45,33.81,Normal agricultural operation
EVT_03479,2026-01-04 05:27,soil_sensor,FARMER_003,read,sensor_data,success,0,19.12.197.127,18.96323,90.72983,3.12,18.99022,90.73805,laptop,windows,35.64,21.12,67.45,45.87,1951.99,10.08,0,86.39,27.77,Normal agricultural operation
EVT_03480,2026-01-25 04:28,gateway,FARMER_037,config_change,device_config,success,1,197.97.155.3,17.80642,74.3438,4.5,17.80448,74.3863,phone,ios,50.14,32.27,57.64,78.11,2259.68,0.0,0,79.45,40.19,Normal agricultural operation
EVT_03481,2026-01-22 22:18,irrigation_controller,FARMER_049,config_change,irrigation_config,success,0,158.199.195.75,33.78849,85.96375,3.32,33.81833,85.96206,laptop,windows,43.13,32.64,43.4,87.38,1090.61,24.58,0,82.77,40.64,Normal agricultural operation
EVT_03482,2026-01-22 08:59,irrigation_controller,FARMER_059,update,irrigation_config,success,0,166.188.126.61,11.08041,85.51707,3.63,11.10404,85.54006,laptop,windows,41.5,38.13,85.82,62.43,2175.53,3.49,0,67.5,26.51,Normal agricultural operation
EVT_03483,2026-01-08 23:34,irrigation_controller,FARMER_097,update,irrigation_config,success,0,15.100.169.42,34.17111,84.84287,6.61,34.21393,84.89278,PC,linux,54.21,29.31,53.52,100.0,265.55,15.14,0,94.11,26.45,Normal agricultural operation
EVT_03484,2026-02-01 02:34,irrigation_controller,FARMER_059,config_change,irrigation_config,success,0,210.50.67.202,10.10723,94.25306,5.4,10.0588,94.25718,phone,ios,42.97,53.4,91.24,86.73,1594.83,12.66,0,78.09,33.67,Normal agricultural operation
EVT_03485,2026-01-01 09:42,irrigation_controller,FARMER_026,config_change,irrigation_config,success,0,27.190.99.88,13.86988,86.84135,4.1,13.83338,86.84646,PC,windows,62.1,34.07,59.52,82.1,883.67,13.66,0,54.03,24.24,Normal agricultural operation
EVT_03486,2026-01-14 03:06,gateway,FARMER_077,login,auth_session,success,1,140.159.54.208,17.35444,80.04442,739.07,33.81833,85.96206,laptop,windows,0.0,5.0,95.0,31.26,9658.74,84.96,0,8.38,79.33,Unusual geographic access; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_03487,2026-01-19 06:45,soil_sensor,FARMER_013,read,sensor_data,success,0,119.194.187.106,8.76643,83.83914,3.95,8.76954,83.8033,laptop,linux,37.67,20.39,39.53,64.8,778.1,24.4,0,85.26,45.1,Normal agricultural operation
EVT_03488,2026-01-24 13:34,weather_station,FARMER_095,read,sensor_data,success,1,112.178.73.31,17.8399,74.35813,4.94,17.80448,74.3863,PC,linux,22.33,18.74,59.94,89.62,316.07,37.56,0,75.86,30.57,Normal agricultural operation
EVT_03489,2026-01-24 17:27,gateway,FARMER_016,login,auth_session,success,0,30.47.145.205,14.40892,68.2189,3.74,14.39278,68.18846,laptop,windows,41.57,24.75,64.81,75.82,740.27,13.1,0,83.47,0.12,Normal agricultural operation
EVT_03490,2026-01-22 16:28,gateway,FARMER_071,transmit,sensor_data,success,0,179.114.177.35,27.51468,89.8267,4.55,27.47902,89.80407,laptop,windows,32.25,42.73,56.6,65.33,1130.17,16.78,0,75.48,30.5,Normal agricultural operation
EVT_03491,2026-02-02 07:38,gateway,FARMER_059,config_change,device_config,success,0,102.74.187.2,10.09629,94.25432,4.18,10.0588,94.25718,PC,windows,66.02,12.64,93.72,99.26,0.0,9.19,0,65.0,22.54,Normal agricultural operation
EVT_03492,2026-01-20 21:34,gateway,FARMER_008,config_change,device_config,success,1,166.121.92.63,22.54054,93.23816,2.71,22.517,93.24504,PC,windows,34.69,23.37,71.05,78.79,2901.12,30.94,0,83.88,15.42,Normal agricultural operation
EVT_03493,2026-02-03 07:53,irrigation_controller,FARMER_028,update,irrigation_config,success,0,18.45.87.6,15.28152,92.94603,5.44,15.24439,92.97912,phone,ios,42.24,33.35,56.66,100.0,2020.27,22.59,0,79.44,20.15,Normal agricultural operation
EVT_03494,2026-01-06 20:02,gateway,FARMER_058,config_change,device_config,success,0,58.142.8.156,10.01106,71.69779,2.83,10.00716,71.72335,laptop,linux,58.14,24.14,57.19,95.63,2169.8,18.83,0,69.75,36.31,Normal agricultural operation
EVT_03495,2026-01-07 22:17,irrigation_controller,FARMER_094,config_change,irrigation_config,success,1,97.114.8.223,20.38064,93.62629,3.0,20.40292,93.61009,laptop,windows,49.23,49.96,56.4,73.9,0.0,8.76,0,100.0,50.94,Normal agricultural operation
EVT_03496,2026-01-30 05:45,irrigation_controller,FARMER_008,update,irrigation_config,success,1,6.100.36.74,22.51283,93.21957,2.66,22.517,93.24504,phone,ios,43.41,35.0,70.12,83.57,2101.53,7.64,0,72.34,38.76,Normal agricultural operation
EVT_03497,2026-01-29 17:54,weather_station,FARMER_086,read,sensor_data,success,1,90.41.172.41,23.5779,84.0273,3.55,23.55061,84.00918,PC,linux,43.56,31.51,71.13,51.56,1051.32,16.06,0,96.22,27.72,Normal agricultural operation
EVT_03498,2026-02-04 13:50,soil_sensor,FARMER_058,read,sensor_data,success,0,149.8.121.27,9.98806,71.7125,2.43,10.00716,71.72335,laptop,windows,62.3,18.85,48.84,67.0,2413.94,18.76,0,100.0,40.47,Normal agricultural operation
EVT_03499,2026-01-26 12:13,soil_sensor,FARMER_108,read,sensor_data,success,0,178.68.216.93,34.24629,84.84409,5.74,34.21393,84.89278,phone,android,23.12,29.57,52.6,77.94,854.77,20.85,0,79.9,29.49,Normal agricultural operation
EVT_03500,2026-02-09 18:14,gateway,FARMER_087,transmit,sensor_data,success,0,196.29.198.120,8.02584,94.95911,1.97,8.01658,94.94386,phone,ios,38.58,17.66,76.36,61.53,2088.43,7.52,0,86.7,26.66,Normal agricultural operation
EVT_03501,2026-01-07 14:05,gateway,FARMER_087,login,auth_session,success,1,121.71.211.125,31.33994,72.54382,4.61,31.36876,72.50891,laptop,linux,27.11,30.25,87.11,57.85,779.59,5.27,0,59.47,21.15,Normal agricultural operation
EVT_03502,2026-01-23 03:04,gateway,FARMER_008,config_change,device_config,success,1,54.153.64.27,22.53973,93.24608,2.53,22.517,93.24504,PC,windows,53.19,45.75,84.34,74.05,1085.45,27.54,0,56.54,13.98,Normal agricultural operation
EVT_03503,2026-02-02 19:07,irrigation_controller,FARMER_074,update,irrigation_config,success,1,63.154.68.175,32.48488,68.91386,4.95,32.44271,68.93091,laptop,windows,51.0,28.49,45.31,100.0,849.19,20.31,0,50.75,30.32,Normal agricultural operation
EVT_03504,2026-01-29 06:36,gateway,FARMER_097,transmit,sensor_data,success,0,96.124.19.205,34.20366,84.84368,4.66,34.21393,84.89278,phone,ios,59.3,15.12,37.6,100.0,794.83,14.67,0,76.92,36.9,Normal agricultural operation
EVT_03505,2026-01-02 01:06,gateway,FARMER_116,login,auth_session,success,1,160.240.86.102,22.20461,70.641,5.53,22.16742,70.67666,phone,ios,51.91,25.21,64.42,81.41,0.0,4.91,0,100.0,33.84,Normal agricultural operation
EVT_03506,2026-01-16 04:05,gateway,FARMER_034,transmit,sensor_data,success,0,95.254.80.61,28.43217,76.36076,3.08,28.43258,76.39225,laptop,linux,41.75,34.73,73.73,63.34,821.3,7.39,0,69.2,30.01,Normal agricultural operation
EVT_03507,2026-02-10 12:42,irrigation_controller,FARMER_097,update,irrigation_config,success,1,110.166.45.148,34.20627,84.92516,3.1,34.21393,84.89278,laptop,windows,47.35,27.72,41.86,95.12,1632.32,26.76,0,55.87,23.65,Normal agricultural operation
EVT_03508,2026-01-12 17:52,gateway,FARMER_069,config_change,device_config,success,1,143.155.53.178,23.92207,92.27131,4.95,23.95943,92.2448,PC,linux,36.24,37.61,77.12,91.79,761.68,9.71,0,58.28,42.3,Normal agricultural operation
EVT_03509,2026-02-09 03:47,soil_sensor,FARMER_013,read,sensor_data,success,1,50.19.77.90,27.19223,71.36275,5.34,27.23827,71.34743,PC,windows,37.2,42.99,46.11,72.11,514.67,11.71,0,84.83,19.19,Normal agricultural operation
EVT_03510,2026-01-18 03:56,irrigation_controller,FARMER_085,update,irrigation_config,success,0,151.227.168.167,23.08873,88.82005,286.39,10.81099,81.54372,phone,android,95.0,65.0,95.0,42.68,2322.37,57.0,0,31.39,82.0,Unusual geographic access; Sensor spoofing or instability
EVT_03511,2026-02-11 20:49,irrigation_controller,FARMER_119,config_change,irrigation_config,success,1,78.159.204.18,20.15357,95.12946,2.44,20.15752,95.10648,laptop,linux,31.65,25.2,62.08,54.23,787.9,0.0,0,73.84,44.31,Normal agricultural operation
EVT_03512,2026-01-29 00:59,weather_station,FARMER_083,read,sensor_data,success,1,167.36.186.239,20.14614,95.06864,4.15,20.15752,95.10648,laptop,windows,42.68,25.06,43.15,94.97,880.14,15.05,0,69.72,22.97,Normal agricultural operation
